"name","category","region","type","affiliated_with","designation_sources","page","type_1","type_2","description"
"Aslan Avgaarovich Byutukaev","Terror",NA,NA,"Islamic State of Iraq and the Levant - Caucasus Province","",79,"individuals","terror",NA
"Assad Ahmad Barakat","Terror",NA,NA,"Hezbollah","SDGT",79,"individuals","terror",NA
"Assadullah Orakzai","Terror",NA,NA,"Islamic State of Iraq and the Levant Khorasan","",79,"individuals","terror",NA
"Ata Abdoulaziz Rashid","Terror",NA,NA,"al Qaeda Central Command","SDGT",79,"individuals","terror",NA
"Atilla Selek","Terror",NA,NA,"Islamic Jihad Union","SDGT",80,"individuals","terror",NA
"Atiyah abd al-Rahman","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Atiaf ah Dar","Terror",NA,NA,"","",80,"individuals","terror",NA
"Attaliah Salman 'Abd Kafi al-Jaburi","Terror",NA,NA,"Islamic State","SDGT",80,"individuals","terror",NA
"Aurangzaib Farooqi","Terror",NA,NA,"","",80,"individuals","terror",NA
"Ayadi Chafiq bin Muhammad","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Ayatollah Ebrahimi","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",80,"individuals","terror",NA
"Ayman Ibrahim","Terror",NA,NA,"Hezbollah","SDGT",80,"individuals","terror",NA
"Ayman al-Zawahiri","Terror",NA,NA,"al Qaeda Central Command","",80,"individuals","terror",NA
"Ayrat Nasimovich Vakhitov","Terror",NA,NA,"Jaish al-Muhajireen wal-Ansar","",80,"individuals","terror",NA
"Azad Malik","Terror",NA,NA,"Lashkar-e Tayyiba","",80,"individuals","terror",NA
"Azam Cheema","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",80,"individuals","terror",NA
"Azzam Abdullah Zureik al-Maulid al-Subhi","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Bachrumsyah Mennor Usman","Terror",NA,NA,"Islamic State","SDGT",80,"individuals","terror",NA
"Badran Turki Hishan al Mazidih","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Badruddin Haqqani","Terror",NA,NA,"Haqqani Network","",80,"individuals","terror",NA
"Bahawal Khan","Terror",NA,NA,"Commander Nazir Group","",80,"individuals","terror",NA
"Bahoz Erdai","Terror",NA,NA,"Kurdistan Workers Party","",80,"individuals","terror",NA
"Baitullah Mehsud","Terror",NA,NA,"Tehrik-e Taliban Pakistan","",80,"individuals","terror",NA
"Bajro Ikanovic","Terror",NA,NA,"Islamic State","SDGT",80,"individuals","terror",NA
"Bakht Gul","Terror",NA,NA,"Taliban","SDGT",80,"individuals","terror",NA
"Balach Mengal","Terror",NA,NA,"Lashkar-e Balochistan","",80,"individuals","terror",NA
"Balasingham Nadesan","Terror",NA,NA,"Liberation Tigers of Tamil Eelam","",80,"individuals","terror",NA
"Bambang Sukirno","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Bashir Ahmad Wani","Terror",NA,NA,"Lashkar-e Tayyiba","",80,"individuals","terror",NA
"Basil Hassan","Terror",NA,NA,"Islamic State","",80,"individuals","terror",NA
"Basit Rasool Dar","Terror",NA,NA,"Hizbul Mujahideen","",80,"individuals","terror",NA
"Bassam Ahmad al-Hasri","Terror",NA,NA,"al-Nusrah Front","SDGT",80,"individuals","terror",NA
"Behnam Shahriyari","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",80,"individuals","terror",NA
"Bekkay Harrach","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Bhupinder Singh Bhinda","Terror",NA,NA,"Khalistan Zindabad Force","",80,"individuals","terror",NA
"Bilal Ali Muhammad al-wafi","Terror",NA,NA,"al-Qa'ida in the Arabian Peninsula","SDGT",80,"individuals","terror",NA
"Bilal Bin Marwan","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Bilal Mohsen Wehbe","Terror",NA,NA,"Hezbollah","SDGT",80,"individuals","terror",NA
"Boubaker Hakim","Terror",NA,NA,"Islamic State","",80,"individuals","terror",NA
"Boubekeur Boulghiti","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Brahim Ben Hedili Ben Mohamed Hamami","Terror",NA,NA,"al Qaeda Central Command","SDGT",80,"individuals","terror",NA
"Brandon-Lee Thulsie","Terror",NA,NA,"Islamic State","",80,"individuals","terror",NA
"Brenton Harrison Tarrant","Terror",NA,NA,"","",80,"individuals","terror",NA
"Brigadier Balraj","Terror",NA,NA,"Liberation Tigers of Tamil Eelam","",80,"individuals","terror",NA
"Budaházy György","Terror",NA,NA,"","",80,"individuals","terror",NA
"Bulut Yayla","Terror",NA,NA,"Devrimci Halk Kurtuluş Cephesi","",80,"individuals","terror",NA
"Burhan Koka","Terror",NA,NA,"Ansar Ghazwat-Ul-Hind","",80,"individuals","terror",NA
"Burhan Wani","Terror",NA,NA,"Hizbul Mujahideen","",80,"individuals","terror",NA
"Carlos Saez De Eguila Murguiondo","Terror",NA,NA,"Askatasuna","SDGT",80,"individuals","terror",NA
"Chabaane Ben Mohamed Trabelsi","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Charles Lucas Anthony","Terror",NA,NA,"Liberation Tigers of Tamil Eelam","",81,"individuals","terror",NA
"Cherif Said Ben Abdelhakim","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Chiheb Ben Mohamed Ayari","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Christodoulous Xiros","Terror",NA,NA,"Conspiracy of Fire Nuclei","",81,"individuals","terror",NA
"Chérif Kouachi","Terror",NA,NA,"ISIS-WEST AFRICA","",81,"individuals","terror",NA
"Ciise Maxamed Cabdullaah","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Cristina Goiricelaya Gonalez","Terror",NA,NA,"Askatasuna","SDGT",81,"individuals","terror",NA
"Dalal Mughrabi","Terror",NA,NA,"","",81,"individuals","terror",NA
"Darren Osbourne","Terror",NA,NA,"","",81,"individuals","terror",NA
"Darya Khan","Terror",NA,NA,"Sindudesh Liberation Army","",81,"individuals","terror",NA
"David Lane","Terror",NA,NA,"","",81,"individuals","terror",NA
"Dawood Ibrahim","Terror",NA,NA,"Lashkar-e Tayyiba","",81,"individuals","terror",NA
"Dawood Salafi","Terror",NA,NA,"Islamic State Jammu & Kashmir","",81,"individuals","terror",NA
"Denis Mamadou Cuspert","Terror",NA,NA,"Islamic State","SDGT",81,"individuals","terror",NA
"Deso Dogg","Terror",NA,NA,"Islamic State","",81,"individuals","terror",NA
"Dhou El-Aich","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Dieman Abdulkadir Izzat","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Dilawar Khan Nadir Khan","Terror",NA,NA,"Taliban","SDGT",81,"individuals","terror",NA
"Dinno Amor Rosalejos Pareja","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Djamel Lounici","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Djamel Moustfa","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Doku Umarov","Terror",NA,NA,"Caucuses Emirate","",81,"individuals","terror",NA
"Dr. Abdul Latif Saleh","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Duran Kalkan","Terror",NA,NA,"Kurdistan Workers Party","",81,"individuals","terror",NA
"Dylann Roof","Terror",NA,NA,"","",81,"individuals","terror",NA
"Dzhokhar Anzorovich Tsarnaev","Terror",NA,NA,"","",81,"individuals","terror",NA
"Ebu Ubeyde","Terror",NA,NA,"Islamic State","",81,"individuals","terror",NA
"Eddie Aleong","Terror",NA,NA,"Islamic State","SDGT",81,"individuals","terror",NA
"El Shafee Elsheikh","Terror",NA,NA,"Islamic State","",81,"individuals","terror",NA
"Emilie Konig","Terror",NA,NA,"Islamic State","",81,"individuals","terror",NA
"Emraan Ali","Terror",NA,NA,"Islamic State","SDGT",81,"individuals","terror",NA
"Emrah Erdogan","Terror",NA,NA,"al-Shabaab, al Qaeda Central Command","",81,"individuals","terror",NA
"Eneko Gogeascoechea Arronategui","Terror",NA,NA,"Askatasuna","SDGT",81,"individuals","terror",NA
"Enrique Iztueta Barandica","Terror",NA,NA,"Askatasuna","SDGT",81,"individuals","terror",NA
"Eric Rudolph","Terror",NA,NA,"","",81,"individuals","terror",NA
"Esma'il Razavi","Terror",NA,NA,"Islamic Revolutionary Corps Guard, Taliban","SDGT",81,"individuals","terror",NA
"Esmail Abubakar","Terror",NA,NA,"Bangsamoro Islamic Freedom Fighters","",81,"individuals","terror",NA
"Esmail Ghani","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",81,"individuals","terror",NA
"Eusebio Arzallus Tapia","Terror",NA,NA,"Askatasuna","SDGT",81,"individuals","terror",NA
"Ezedin Abdel Aziz Khalil","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Fadi Al Wan","Terror",NA,NA,"","",81,"individuals","terror",NA
"Fadi Hussein Serhan","Terror",NA,NA,"Hezbollah","SDGT",81,"individuals","terror",NA
"Fahd Muhammad 'Abd Al-'Aziz al-Khasiban","Terror",NA,NA,"al Qaeda Central Command","SDGT",81,"individuals","terror",NA
"Faisal Ahmad Rather","Terror",NA,NA,"Hizbul Mujahideen","",81,"individuals","terror",NA
"Faisal Jassim Mohammed al-Amri al-Khalidi","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Faisal Nadeem","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",82,"individuals","terror",NA
"Faizan","Terror",NA,NA,"Hizbul Mujahideen","SDGT",82,"individuals","terror",NA
"Faouzi Ben Mohamed Ben Ahmed Jendoubi","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Faqir Muhammad","Terror",NA,NA,"Haqqani Network","SDGT",82,"individuals","terror",NA
"Farah Mohamed Shirdon","Terror",NA,NA,"Islamic State","",82,"individuals","terror",NA
"Fardeen Ahmad Khanday","Terror",NA,NA,"Jaish-e-Mohammed Kashmir","",82,"individuals","terror",NA
"Fared Saal","Terror",NA,NA,"Islamic State","SDGT",82,"individuals","terror",NA
"Farhad Ahmed Dockrat","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Farhad Kanabi Ahmad","Terror",NA,NA,"Islamic State","SDGT",82,"individuals","terror",NA
"Farouk Omairi","Terror",NA,NA,"Hezbollah","SDGT",82,"individuals","terror",NA
"Faruq al Hawi Hamud","Terror",NA,NA,"Islamic State","",82,"individuals","terror",NA
"Fathi Abd al-Aziz Shaqaqi","Terror",NA,NA,"Palestinian Islamic Jihad","",82,"individuals","terror",NA
"Fathi Hammad","Terror",NA,NA,"Hamas","",82,"individuals","terror",NA
"Fathima Ilham","Terror",NA,NA,"Islamic State","",82,"individuals","terror",NA
"Fatih Hasar","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Fatma Ashraf Shawky Fahmy","Terror",NA,NA,"Islamic State","",82,"individuals","terror",NA
"Fawaz Muhammad Jubayr al-Rawi","Terror",NA,NA,"Islamic State","SDGT",82,"individuals","terror",NA
"Fawzi Mustafa Kan'an","Terror",NA,NA,"Hezbollah","SDGT",82,"individuals","terror",NA
"Fawzi Mutlaq al-Rawi","Terror",NA,NA,"Islamic State","SDGT",82,"individuals","terror",NA
"Faycal Boughanemi","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Faysal Ahmad 'Ali al-Zahrani","Terror",NA,NA,"Islamic State","SDGT",82,"individuals","terror",NA
"Fayyaz Ahmad","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",82,"individuals","terror",NA
"Fazal Rahim","Terror",NA,NA,"Taliban","SDGT",82,"individuals","terror",NA
"Fazeel-A-Tul Shaykh Abu Mohammed Ameen al-Peshawari","Terror",NA,NA,"Lashkar-e Tayyiba, Taliban, al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Fazl Rabi","Terror",NA,NA,"Taliban","SDGT",82,"individuals","terror",NA
"Fazl-ur Rehman Khalil","Terror",NA,NA,"Harakat ul-Mujahidin","SDGT",82,"individuals","terror",NA
"Fazul Abdullah Mohammed","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Feliciano Semborio Delos Reyes Jr.","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Fermin Vila Michelena","Terror",NA,NA,"Askatasuna","SDGT",82,"individuals","terror",NA
"Fethi Ben Assen Ben Salem Haddad","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Fethi Ben Rebai Ben Absha Mnasri","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Foad Salehi","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",82,"individuals","terror",NA
"Fouzi Reda Darwish Fawaz","Terror",NA,NA,"Hezbollah","SDGT",82,"individuals","terror",NA
"Fritz Martin Gelowicz","Terror",NA,NA,"Islamic Jihad Union","SDGT",82,"individuals","terror",NA
"General Mubeen Khan","Terror",NA,NA,"Taliban","",82,"individuals","terror",NA
"George Habbash","Terror",NA,NA,"Popular Front for the Liberation of Palestine","SDGT",82,"individuals","terror",NA
"Ghalib Abdullah al-Zaidi","Terror",NA,NA,"al-Qa'ida in the Arabian Peninsula","SDGT",82,"individuals","terror",NA
"Ghazi Nasr al Din","Terror",NA,NA,"Hezbollah","SDGT",82,"individuals","terror",NA
"Ghazy Fezza Hishan al Mazidih","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Gholam Shakuri","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",82,"individuals","terror",NA
"Gholamreza Mahmoudi","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",82,"individuals","terror",NA
"Gholamreza Montazami","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",82,"individuals","terror",NA
"Ghuma Abd'rabbah","Terror",NA,NA,"al Qaeda Central Command","SDGT",82,"individuals","terror",NA
"Gopalaswamy Mahendraraja","Terror",NA,NA,"Liberation Tigers of Tamil Eelam","",82,"individuals","terror",NA
"Gorka Palacios Alday","Terror",NA,NA,"Askatasuna","SDGT",83,"individuals","terror",NA
"Gracia Morcillo Torres","Terror",NA,NA,"Askatasuna","SDGT",83,"individuals","terror",NA
"Gul Agha Ishakazai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Gula Khan Hamidi","Terror",NA,NA,"Haqqani Network","SDGT",83,"individuals","terror",NA
"Gulbuddin Hekmatyar","Terror",NA,NA,"Hezb-e Islami Gulbuddin","SDGT",83,"individuals","terror",NA
"Gulmurod Khalimov","Terror",NA,NA,"Islamic State","",83,"individuals","terror",NA
"Gulnihal Yegane","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",83,"individuals","terror",NA
"Gulzar Ahmad Padder","Terror",NA,NA,"Hizbul Mujahideen","",83,"individuals","terror",NA
"Gun Gun Rusman Gunawan","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Gurmeet Singh Bagga","Terror",NA,NA,"Khalistan Zindabad Force","",83,"individuals","terror",NA
"Habib Ben Ahmed Loubiri","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Habib Shartouni","Terror",NA,NA,"","",83,"individuals","terror",NA
"Habib Waddani","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Hacene Allane","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Hafiz Abdul Majid","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Hafiz Abdul Rahman Makki","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Hafiz Abdul Salam Bhuttavi","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Hafiz Abdur Rauf","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Haliz Khalid Walid","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Hafiz Mohammed Popalzai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Hafiz Saeed","Terror",NA,NA,"Lashkar-e Tayyiba","",83,"individuals","terror",NA
"Hafiz Saeed Khan","Terror",NA,NA,"Islamic State of Iraq and the Levant Khorasan","",83,"individuals","terror",NA
"Haji Abdul Basir","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Haji Abdul Manan Agha","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Haji Abdul Sattar Barakzai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Haji Agha Jan Alizai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Haji Khairullah Barakzai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Haji Muhammed Ashraf","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Hajjaj Al'Ajmi","Terror",NA,NA,"al-Nusrah Front","",83,"individuals","terror",NA
"Hajji Abd al-Nasir","Terror",NA,NA,"Islamic State","SDGT",83,"individuals","terror",NA
"Hajji Faizullah Khan Noorzai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Hajji Malik Noorzai","Terror",NA,NA,"Taliban","SDGT",83,"individuals","terror",NA
"Hakimullah Mehsud","Terror",NA,NA,"","",83,"individuals","terror",NA
"Halima Adan Ali","Terror",NA,NA,"Islamic State","SDGT",83,"individuals","terror",NA
"Halis Bayuncuk","Terror",NA,NA,"Islamic State","",83,"individuals","terror",NA
"Hamad Awad Dahi Sarhan al-Shammari","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Hamad el Khairy","Terror",NA,NA,"Movement for Unity and Jihad in West Africa","",83,"individuals","terror",NA
"Hamadi Ben Abdul Aziz Ben Ali Bouyahia","Terror",NA,NA,"al Qaeda Central Command","SDGT",83,"individuals","terror",NA
"Hamdi Zaher El Dine","Terror",NA,NA,"Hezbollah","SDGT",83,"individuals","terror",NA
"Hamed Abdollahi","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",83,"individuals","terror",NA
"Hamed Ghashghavi","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",83,"individuals","terror",NA
"Hameed Lelhari","Terror",NA,NA,"","",83,"individuals","terror",NA
"Hameed ul Hassan","Terror",NA,NA,"Lashkar-e Tayyiba","SDGT",83,"individuals","terror",NA
"Hamid al-Ali","Terror",NA,NA,"Ansar al-Shari'a in Benghazi","SDGT",83,"individuals","terror",NA
"Hamid Arabnejad","Terror",NA,NA,"Islamic Revolutionary Corps Guard","SDGT",83,"individuals","terror",NA
"Hamid Hamad Hamid al-'Ali","Terror",NA,NA,"al Qaeda Central Command ","SDGT",84,"individuals","terror",NA
"Hamidreza Malekouti Pour","Terror",NA,NA,"Islamic Revolutionary Corps Guard ","SDGT",84,"individuals","terror",NA
"Hamma Hamani","Terror",NA,NA,"Islamic State ","SDGT",84,"individuals","terror",NA
"Hamza bin Laden","Terror",NA,NA,"al Qaeda Central Command","",84,"individuals","terror",NA
"Hamzi Ahmad Barakat","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hani Muhammad Yusuf al-Siba'l","Terror",NA,NA,"al Qaeda Central Command ","SDGT",84,"individuals","terror",NA
"Hanna Elias Khalifeh","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Harminder Singh Mintoo","Terror",NA,NA,"Khalistan Zindabad Force","",84,"individuals","terror",NA
"Harun Abbas","Terror",NA,NA,"Ansar Ghazwat-Ul-Hind","",84,"individuals","terror",NA
"Hasan Dehghan Ebrahimi","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hasan Indal","Terror",NA,NA,"Bangsamoro Islamic Freedom Fighters","",84,"individuals","terror",NA
"Hasan Izz-al-Din","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Hasan Jamal-al-Din","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hasan Mortezavi","Terror",NA,NA,"Islamic Revolutionary Corps Guard ","SDGT",84,"individuals","terror",NA
"Hasan Nasrallah","Terror",NA,NA,"","SDGT",84,"individuals","terror",NA
"Hashem Safieddine","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Hashim Muhsin Aydarus al-Hamid","Terror",NA,NA,"al-Qa'ida in the Arabian Peninsula ","SDGT",84,"individuals","terror",NA
"Hassan Abdullah Hersi al-Turki","Terror",NA,NA,"al Qaeda Central Command","",84,"individuals","terror",NA
"Hassan Dahir Aweys","Terror",NA,NA,"al Qaeda Central Command ","SDGT",84,"individuals","terror",NA
"Hassan Nasrallah","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Hassan Tabaja","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hassan al-Baghdadi","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Hassan el-Hajj Hassan","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Hatib Hajan Sawadjaan","Terror",NA,NA,"Abu Sayyaf Group","",84,"individuals","terror",NA
"Hatim Ahmad Barakat","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hayat Ullah Ghulam Muhammad","Terror",NA,NA,"Lashkar-e Tayyiba, Taliban, Islamic State of Iraq and the LevantS KDhGoTrasan, Jama'at ul Dawa al-Qu'ran, al Qaeda Central Command, Islamic State","",84,"individuals","terror",NA
"Haytham 'Ali Tabataba'i","Terror",NA,NA,"Hezbollah","",84,"individuals","terror",NA
"Henry Castellano Garzón","Terror",NA,NA,"Movimento Bolivariano Por La Nueva Colombia, Revolutionary Armed Forces of Colombia","",84,"individuals","terror",NA
"Hermán Darío Velásquez","Terror",NA,NA,"Movimento Bolivariano Por La Nueva Colombia, Revolutionary Armed Forces of Colombia","",84,"individuals","terror",NA
"Hicham Nmer Khanafer","Terror",NA,NA,"Hezbollah ","SDGT",84,"individuals","terror",NA
"Hizb Ullah Astam Khan","Terror",NA,NA,"Taliban ","SDGT",84,"individuals","terror",NA
"Hosein Aghajani","Terror",NA,NA,"Islamic Revolutionary Corps Guard ","SDGT",84,"individuals","terror",NA
